,Recipe ID,Ingredients,Ingredients_text,Ingredients_list,Vector
167,GRE_10,"['2 packs of defrosted filo pastry', '1 egg', '1/2 cup milk', '1/2 tsp nutmeg', 'Salt and white pepper to taste', 'For the filling:', '1.5 cup chopped spinach', '3-4 Tbsp breadcrumbs', '2 Tbsp grated Emmental cheese', '4 Tbsp feta cheese or cottage cheese', '2 tsp pine kernels', '1 tsp chopped garlic', '1 tsp nutmeg powder', '2 Tbsp olive oil', 'Salt and pepper to taste']",packs defrosted filo pastry egg cup milk tsp nutmeg Salt white pepper taste filling cup chopped spinach Tbsp breadcrumbs Tbsp grated Emmental cheese Tbsp feta cheese cottage cheese tsp pine kernels tsp chopped garlic tsp nutmeg powder Tbsp olive oil Salt pepper taste,"['Powder', 'Salt', 'Milk', 'Oil', 'Garlic', 'Nutmeg']","[0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
168,GRE_11,"['2 Cups Cream cheese', '6 cups Whipped cream', '2 tbsp Gelatin', '3/4  Fresh milk', '4  Egg yolks', '1 cup Sugar', '2 tbsp Vanilla essence', '2 tbsp Lime juice', '1 cup Digestive biscuits (crushed)', '3 tbsp Butter, melted', 'For the topping:', '1/2 cup Blueberry filling', '1 tbsp Gelatin', '2 cups Water']",Cups Cream cheese cups Whipped cream tbsp Gelatin   Fresh milk   Egg yolks cup Sugar tbsp Vanilla essence tbsp Lime juice cup Digestive biscuits crushed tbsp Butter melted topping cup Blueberry filling tbsp Gelatin cups Water,"['Sugar', 'Milk', 'Butter', 'Water', 'Lime', 'Gelatin']","[0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
169,GRE_12,"['2  Chicken breasts', '1 cup Spinach leaves (slightly steamed)', '1 tsp Onion, chopped', 'Olive oil', 'A pinch of Nutmeg', '1 tsp Pink peppercorn', '1/2 cup Chicken stock', '20 ml White wine', '1/2 tsp Minced garlic', '3  Saffron threads, soaked', '1  Fresh rosemary sprigs', 'For seasoning  Salt and pepper']",  Chicken breasts cup Spinach leaves slightly steamed tsp Onion chopped Olive oil pinch Nutmeg tsp Pink peppercorn cup Chicken stock ml White wine tsp Minced garlic   Saffron threads soaked   Fresh rosemary sprigs seasoning   Salt pepper,"['Salt', 'Oil', 'Onion', 'Garlic', 'Nutmeg', 'Rosemary']","[0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
170,GRE_13,"['250 Gram Watermelon planks', '1 tsp Light soy sauce', '1 stalk  Spring onions', '6-7  Black olives', '50 gram Feta cheese', 'to taste Black salt', '1 tsp Parsley, chopped', '3-4  Cherry tomatoes', '2 tsp Pumpkin seeds', '1/2 tsp Chaat masala', '2 tsp Olive oil', '1/3 tsp Oregano leaves', 'A pinch of Lemon zest', '1 tsp Lemon juice', '1 tsp Sugar']",Gram Watermelon planks tsp Light soy sauce stalk   Spring onions   Black olives gram Feta cheese taste Black salt tsp Parsley chopped   Cherry tomatoes tsp Pumpkin seeds tsp Chaat masala tsp Olive oil tsp Oregano leaves pinch Lemon zest tsp Lemon juice tsp Sugar,"['Sugar', 'Salt', 'Oil', 'Onion', 'Tomato', 'Gram', 'Cherry']","[0 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
171,GRE_14,"['For the Bolognese:', '1/2 kg minced meat', '2 Tbsp onions - chopped', '5 tomatoes - chopped', '1/2 cup dry white wine', '1 cinnamon stick', '5 cloves', '1/4 tsp nutmeg - ground', '2 Tbsp parsley - chopped', 'Salt', 'Pepper', 'For the eggplants:', '750 gm eggplants - cut in roundels and roasted', 'Olive oil, to brush', 'For the bechamel sauce:', '1/2 cup butter', '300 gm flour', '1 egg', '1 liter milk', '3-4 Tbsp Parmesan cheese', 'Salt', 'Nutmeg powder, a pinch', 'Other ingredients:', '1/2 cup Parmesan cheese - grated', '1 cup breadcrumbs', 'Olive oil to brush baking dish']",Bolognese kg minced meat Tbsp onions chopped tomatoes chopped cup dry white wine cinnamon stick cloves tsp nutmeg ground Tbsp parsley chopped Salt Pepper eggplants gm eggplants cut roundels roasted Olive oil brush bechamel sauce cup butter gm flour egg liter milk Tbsp Parmesan cheese Salt Nutmeg powder pinch ingredients cup Parmesan cheese grated cup breadcrumbs Olive oil brush baking dish,"['Powder', 'Salt', 'Milk', 'Butter', 'Oil', 'Onion', 'Tomato', 'Cinnamon', 'Nutmeg']","[0 0 1 1 0 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
172,GRE_15,"['2 Medium Aubergines', '1 Medium Onion, sliced', '1 tsp Ginger, grated', '1 Medium Tomato, chopped', '1 Medium Green pepper, chopped', '1 Medium Orange pepper, chopped', '2 Tbsp Vegetable oil', '1  Garlic clove (crushed)', '1/4 tsp Turmeric powder', '1 tsp Chilli powder', '1 tsp Salt', '1 tsp Coriander powder', '350 Gram Lamb (minced)', '2 Tbsp Fresh coriander, chopped', 'Garnish with:', '1/2  Onion, sliced', '2  Cherry tomatoes (quartered)', 'Fresh coriander sprigs']",Medium Aubergines Medium Onion sliced tsp Ginger grated Medium Tomato chopped Medium Green pepper chopped Medium Orange pepper chopped Tbsp Vegetable oil   Garlic clove crushed tsp Turmeric powder tsp Chilli powder tsp Salt tsp Coriander powder Gram Lamb minced Tbsp Fresh coriander chopped Garnish   Onion sliced   Cherry tomatoes quartered Fresh coriander sprigs,"['Powder', 'Salt', 'Oil', 'Onion', 'Tomato', 'Coriander', 'Gram', 'Garlic', 'Cherry', 'Ginger']","[0 0 1 1 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
173,IND_01,"['1.5 Cup Ghee', '400  gram Onion', '600 gram Lamb shanks', '1 tsp Oil', '1 tsp Chilli powder', '1 tsp Garam masala', '1 tsp Turmeric', '2 tsp Ginger and garlic paste', '3/4 cup Water', '1 tsp Black Cumin seeds', '2  Bay leaves', '35 gram Almonds', '25 gram Raisins', '1/2 cup Curd', '1/2 cup Milk', '1  Lemon', 'Mint Leaves, finely chopped', '20 gram Coriander leaves, finely chopped', '2  Green cardamom', '4 tbsp Rose water', '400 gram Basmati Rice', '1  Black cardamom', '1  Star anise', '4  Cloves', '2  Cinnamon stick']",Cup Ghee   gram Onion gram Lamb shanks tsp Oil tsp Chilli powder tsp Garam masala tsp Turmeric tsp Ginger garlic paste cup Water tsp Black Cumin seeds   Bay leaves gram Almonds gram Raisins cup Curd cup Milk   Lemon Mint Leaves finely chopped gram Coriander leaves finely chopped   Green cardamom tbsp Rose water gram Basmati Rice   Black cardamom   Star anise   Cloves   Cinnamon stick,"['Powder', 'Milk', 'Oil', 'Onion', 'Coriander', 'Mint', 'Gram', 'Cinnamon', 'Garlic', 'Mint', 'Water', 'Cumin', 'Ginger']","[0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
174,IND_02,"['1/2 kg mutton', '4 tablespoons raw papaya paste', '2 tablespoons ginger-garlic paste', '2 onions, sliced', '1 cup yogurt', '4 tablespoons chironji seeds', '7-8 almonds, soaked', '7-8 cashews, soaked', '2 tablespoon mint leaves, chopped', '2 tablespoon coconut, grated', 'Oil (as per requirement)', '3 green chillies, slit', 'Salt (as per taste levels)', '1/2 teaspoon turmeric powder', '1 tablespoon red chilli powder', '1 tablespoon garam masala powder', '1 tablespoon lemon juice', 'Salt (as per taste)', 'Water (as required)']",kg mutton tablespoons raw papaya paste tablespoons ginger garlic paste onions sliced cup yogurt tablespoons chironji seeds almonds soaked cashews soaked tablespoon mint leaves chopped tablespoon coconut grated Oil requirement green chillies slit Salt taste levels teaspoon turmeric powder tablespoon red chilli powder tablespoon garam masala powder tablespoon lemon juice Salt taste Water required,"['Powder', 'Salt', 'Oil', 'Onion', 'Mint', 'Garlic', 'Mint', 'Water', 'Ginger']","[0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
175,IND_03,"['1 1/2 cup rajgira seeds', '4 tsp ghee', '1 cup gud', '1/4 cup chopped almonds', '1/4 cup chopped cashew nuts', '1/4 cup chopped pistachios', 'A pinch of cardamom powder', '2 tsp coconut oil']",cup rajgira seeds tsp ghee cup gud cup chopped almonds cup chopped cashew nuts cup chopped pistachios pinch cardamom powder tsp coconut oil,"['Powder', 'Oil']","[0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
176,IND_04,"['3 cups thick yoghurt, whisked', '1 medium onion, finely chopped', '2 tablespoon mustard oil', '2 teaspoons mustard seeds', '2 teaspoons cumin seeds', '10-12 garlic pods, finely chopped', '2 green chilis, slit from between (as per taste levels)', 'Hing', 'Dry herbs', '1 teaspoon turmeric powder', '½ tablespoon sugar', 'Salt (as per taste levels)', 'Chopped coriander leaves (for garnish)', 'Slivered ginger']",cups thick yoghurt whisked medium onion finely chopped tablespoon mustard oil teaspoons mustard seeds teaspoons cumin seeds garlic pods finely chopped green chilis slit taste levels Hing Dry herbs teaspoon turmeric powder ½ tablespoon sugar Salt taste levels Chopped coriander leaves garnish Slivered ginger,"['Sugar', 'Powder', 'Salt', 'Oil', 'Onion', 'Coriander', 'Mustard', 'Garlic', 'Cumin', 'Ginger']","[0 1 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
177,IND_05,"['For idlis -', '2 Cups rice', '1 Cups urad dal', '1 medium-sized beetroot, chopped', 'Oil for greasing idli plates', 'For frying –', '1 Medium onion, finely chopped', '2 green chillies, slit from middle', '1 tsp cumin seeds', '1/2 tsp mustard seeds', '1/2 tsp turmeric powder', 'Garam masala (optional)', 'Red chilli powder (as per taste levels)', 'Hing', '2-3 Tbsp ghee/oil', '5-6 curry leaves']",idlis Cups rice Cups urad dal medium sized beetroot chopped Oil greasing idli plates frying Medium onion finely chopped green chillies slit middle tsp cumin seeds tsp mustard seeds tsp turmeric powder Garam masala optional Red chilli powder taste levels Hing Tbsp ghee oil curry leaves,"['Powder', 'Oil', 'Onion', 'Mustard', 'Cumin']","[0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
178,IND_06,"['400 gms chicken', '1 medium onion, chopped', '1 tsp haldi', '2-3  cloves', '1/4  tsp fennel seeds', '1/2 tsp red chilli powder', '1/4  tsp coriander seeds', '1/4  cup yogurt', '1/4  cup milk', '2  elaichis', '1/2 inch  cinnamon stick', '3-4  green chillies', '2-3  garlic cloves, minced', '1/2 inch  ginger, minced', '2 tbsp mustard oil', 'Salt, to taste', 'Coriander leaves, for garnish']",gms chicken medium onion chopped tsp haldi   cloves   tsp fennel seeds tsp red chilli powder   tsp coriander seeds   cup yogurt   cup milk   elaichis inch   cinnamon stick   green chillies   garlic cloves minced inch   ginger minced tbsp mustard oil Salt taste Coriander leaves garnish,"['Powder', 'Salt', 'Milk', 'Oil', 'Onion', 'Coriander', 'Mustard', 'Cinnamon', 'Garlic', 'Ginger']","[0 0 1 1 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
179,IND_07,"['1 Litre full cream milk', '1/2 cup grated coconut', '1/2 cup khoya', 'Sugar (as per desired levels)', 'Cashews', 'Cardamom', 'Chopped almonds and pistachios', '10 saffron strands (kesar)', 'Rose petals (for garnish)']",Litre cream milk cup grated coconut cup khoya Sugar desired levels Cashews Cardamom Chopped almonds pistachios saffron strands kesar Rose petals garnish,"['Sugar', 'Milk']","[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
